8	2020	5	31	632	126400.00	3243
8	2020	6	30	817	163400.00	4060
8	2020	7	31	648	129600.00	4708
8	2020	8	31	1456	291200.00	6164
8	2020	9	30	572	114400.00	6736
8	2020	10	31	418	131000.00	7154
9	2020	1	31	312	186491.00	312
9	2020	2	29	718	429169.00	1030
9	2020	3	31	739	441721.00	1769
9	2020	4	30	741	442916.00	2510
9	2020	5	31	643	384339.00	3153
9	2020	6	30	718	429169.00	3871
9	2020	7	31	619	369994.00	4490
9	2020	8	31	1612	963538.00	6102
9	2020	9	30	712	425582.00	6814
9	2020	10	31	841	541047.24	7655
10	2020	1	31	214	42800.00	214
10	2020	2	29	931	186200.00	1145
10	2020	3	31	626	125200.00	1771
10	2020	4	30	853	170600.00	2624
10	2020	5	31	732	146400.00	3356
10	2020	6	30	119	23800.00	3475
10	2020	7	31	916	183200.00	4391
10	2020	8	31	990	198000.00	5381
10	2020	9	30	748	149600.00	6129
10	2020	10	31	849	127800.00	6978
11	2020	1	31	728	713440.00	728
11	2020	2	29	451	441980.00	1179
11	2020	3	31	749	734020.00	1928
11	2020	4	30	648	635040.00	2576
11	2020	5	31	842	825160.00	3418
11	2020	6	30	624	611520.00	4042
11	2020	7	31	67	65660.00	4109
11	2020	8	31	666	652680.00	4775
11	2020	9	30	473	463540.00	5248
11	2020	10	31	741	534120.00	5989
12	2020	1	31	214	96300.00	214
12	2020	2	29	58	26100.00	272
12	2020	3	31	846	380700.00	1118
12	2020	4	30	739	332550.00	1857
12	2020	5	31	842	378900.00	2699
12	2020	6	30	652	293400.00	3351
12	2020	7	31	52	23400.00	3403
12	2020	8	31	461	207450.00	3864
12	2020	9	30	744	334800.00	4608
12	2020	10	31	648	215650.00	5256
13	2020	1	31	452	54240.00	452
13	2020	2	29	731	87720.00	1183
13	2020	3	31	631	75720.00	1814
13	2020	4	30	731	87720.00	2545
13	2020	5	31	542	65040.00	3087
13	2020	6	30	752	90240.00	3839
13	2020	7	31	95	11400.00	3934
13	2020	8	31	821	98520.00	4755
13	2020	9	30	628	75360.00	5383
13	2020	10	31	841	68800.00	6224
14	2020	1	31	523	104600.00	523
14	2020	2	29	931	186200.00	1454
14	2020	3	31	748	149600.00	2202
14	2020	4	30	316	63200.00	2518
14	2020	5	31	567	113400.00	3085
14	2020	6	30	742	148400.00	3827
14	2020	7	31	207	41400.00	4034
14	2020	8	31	1000	200000.00	5034
14	2020	9	30	361	72200.00	5395
14	2020	10	31	741	156960.00	6136
15	2020	1	31	739	147800.00	739
15	2020	2	29	631	126200.00	1370
15	2020	3	31	839	167800.00	2209
15	2020	4	30	741	148200.00	2950
15	2020	5	31	637	127400.00	3587
15	2020	6	30	843	168600.00	4430
15	2020	7	31	107	21400.00	4537
15	2020	8	31	1953	390600.00	6490
15	2020	9	30	729	145800.00	7219
15	2020	10	31	864	147800.00	8083
16	2020	1	31	812	162400.00	812
16	2020	2	29	318	63600.00	1130
16	2020	3	31	731	146200.00	1861
16	2020	4	30	462	92400.00	2323
16	2020	5	31	532	106400.00	2855
16	2020	6	30	858	171600.00	3713
16	2020	7	31	73	14600.00	3786
16	2020	8	31	821	164200.00	4607
16	2020	9	30	731	146200.00	5338
16	2020	10	31	648	109800.00	5986
17	2020	1	31	531	317394.00	531
17	2020	2	29	731	436939.00	1262
17	2020	3	31	871	520621.00	2133
17	2020	4	30	742	443514.00	2875
17	2020	5	31	831	496712.00	3706
17	2020	6	30	748	447101.00	4454
17	2020	7	31	74	44231.90	4528
17	2020	8	31	3156	1886430.00	7684
17	2020	9	30	941	562462.00	8625
17	2020	10	31	841	669259.90	9466
18	2020	1	31	317	63400.00	317
18	2020	2	29	831	166200.00	1148
18	2020	3	31	731	146200.00	1879
18	2020	4	30	473	94600.00	2352
18	2020	5	31	486	97200.00	2838
18	2020	6	30	732	146400.00	3570
18	2020	7	31	84	16800.00	3654
18	2020	8	31	721	144200.00	4375
18	2020	9	30	878	175600.00	5253
18	2020	10	31	896	112800.00	6149
19	2020	1	31	314	62800.00	314
19	2020	2	29	631	126200.00	945
19	2020	3	31	749	149800.00	1694
19	2020	4	30	749	149800.00	2443
19	2020	5	31	368	73600.00	2811
19	2020	6	30	842	168400.00	3653
19	2020	7	31	57	11400.00	3710
19	2020	8	31	210	42000.00	3920
19	2020	9	30	631	126200.00	4551
19	2020	10	31	741	97200.00	5292
20	2020	1	31	415	83000.00	415
20	2020	2	29	531	106200.00	946
20	2020	3	31	749	149800.00	1695
20	2020	4	30	849	169800.00	2544
20	2020	5	31	831	166200.00	3375
20	2020	6	30	732	146400.00	4107
20	2020	7	31	82	16400.00	4189
20	2020	8	31	641	128200.00	4830
20	2020	9	30	749	112400.00	5579
21	2020	1	31	516	103200.00	516
21	2020	2	29	521	104200.00	1037
21	2020	3	31	849	169800.00	1886
21	2020	4	30	583	116600.00	2469
21	2020	5	31	931	186200.00	3400
21	2020	6	30	734	146800.00	4134
21	2020	7	31	35	7000.00	4169
21	2020	8	31	718	143600.00	4887
21	2020	9	30	426	85200.00	5313
21	2020	10	31	380	104400.00	5693
22	2020	1	31	718	143600.00	718
22	2020	2	29	481	96200.00	1199
22	2020	3	31	873	174600.00	2072
22	2020	4	30	849	169800.00	2921
22	2020	5	31	637	127400.00	3558
22	2020	6	30	583	116600.00	4141
22	2020	7	31	89	17800.00	4230
22	2020	8	31	731	146200.00	4961
22	2020	9	30	642	128400.00	5603
22	2020	10	31	390	109800.00	390
23	2020	1	31	841	168200.00	1231
23	2020	2	29	731	146200.00	1962
23	2020	3	31	563	112600.00	2525
23	2020	4	30	832	166400.00	3357
23	2020	5	31	555	111000.00	3912
23	2020	6	30	842	168400.00	4754
23	2020	7	31	91	18200.00	4845
23	2020	8	31	721	144200.00	5566
23	2020	9	30	842	168400.00	6408
23	2020	10	31	475	119000.00	6883
24	2020	1	31	839	100680.00	839
24	2020	2	29	631	75720.00	1470
24	2020	3	31	646	77520.00	2116
24	2020	4	30	327	39240.00	2443
24	2020	5	31	731	87720.00	3174
24	2020	6	30	742	89040.00	3916
24	2020	7	31	70	8400.00	3986
24	2020	8	31	548	65760.00	4534
24	2020	9	30	995	119400.00	5529
24	2020	10	31	831	70360.00	6360
25	2020	1	31	361	43320.00	361
25	2020	2	29	741	88920.00	1102
25	2020	3	31	749	89880.00	1851
25	2020	4	30	638	76560.00	2489
25	2020	5	31	321	38520.00	2810
25	2020	6	30	438	52560.00	3248
25	2020	7	31	81	9720.00	3329
25	2020	8	31	849	101880.00	4178
25	2020	9	30	843	101160.00	5021
25	2020	10	31	841	64840.00	5862
26	2020	1	31	653	130600.00	653
26	2020	2	29	615	123000.00	1268
26	2020	3	31	439	87800.00	1707
26	2020	4	30	742	148400.00	2449
26	2020	5	31	316	63200.00	2765
26	2020	6	30	743	148600.00	3508
26	2020	7	31	64	12800.00	3572
26	2020	8	31	812	162400.00	4384
26	2020	9	30	884	176800.00	5268
26	2020	10	31	741	110200.00	6009
27	2020	1	31	314	187687.00	314
27	2020	2	29	739	441721.00	1053
27	2020	3	31	531	317394.00	1584
27	2020	4	30	842	503287.00	2426
27	2020	5	31	382	228332.00	2808
27	2020	6	30	852	509264.00	3660
27	2020	7	31	38	22713.70	3698
27	2020	8	31	648	387328.00	4346
27	2020	9	30	531	317394.00	4877
27	2020	10	31	305	366988.85	5182
28	2020	1	31	562	112400.00	562
28	2020	2	29	631	126200.00	1193
28	2020	3	31	637	127400.00	1830
28	2020	4	30	642	128400.00	2472
28	2020	5	31	742	148400.00	3214
28	2020	6	30	842	168400.00	4056
28	2020	7	31	36	7200.00	4092
28	2020	8	31	749	149800.00	4841
28	2020	9	30	642	128400.00	5483
28	2020	10	31	80	102000.00	5563
29	2020	1	31	551	110200.00	551
29	2020	2	29	636	127200.00	1187
29	2020	3	31	748	149600.00	1935
29	2020	4	30	849	169800.00	2784
29	2020	5	31	783	156600.00	3567
29	2020	6	30	854	170800.00	4421
29	2020	7	31	71	14200.00	4492
29	2020	8	31	821	164200.00	5313
29	2020	9	30	752	150400.00	6065
29	2020	10	31	841	126400.00	6906
30	2020	1	31	591	353257.00	591
30	2020	2	29	631	377166.00	1222
30	2020	3	31	731	436939.00	1953
30	2020	4	30	942	563060.00	2895
30	2020	5	31	632	377764.00	3527
30	2020	6	30	549	328153.00	4076
30	2020	7	31	81	48416.00	4157
30	2020	8	31	345	206216.00	4502
30	2020	9	30	742	443514.00	5244
30	2020	10	31	530	408172.31	5774
